"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"worms_aphia_id";"fides_area";"area";"area_bis";"tac_area_description";"comments"
"Mediterranean and Black Sea";"Marbled spinefoot";"Siganus rivulatus";"GFCM";NA;"SRI";"127045";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Sole";"Solea solea";"GFCM";NA;"SOL";"127160";"No TAC";"GSAs 17-18, 22-27";"37_2_1,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"Gilthead sea bream";"Sparus aurata";"GFCM";NA;"SBG";"151523";"No TAC";"GSAs 7, 22-23";"37_1_1,37_3_1";"";""
"Mediterranean and Black Sea";"European barracuda";"Sphyraena sphyraena";"GFCM";NA;"YRS";"127068";"No TAC";"GSAs 12-16, 19-21";"37_2_2";"";""
"Mediterranean and Black Sea";"Picarels";"Spicara smaris";"GFCM";NA;"SPC";"126830";"No TAC";"GSAs 17-18, 22-27";"37_2_1,37_3_1,37_3_2";"";""
"Mediterranean and Black Sea";"European sprat";"Sprattus sprattus";"GFCM";NA;"SPR";"126425";"F3742C";"GSAs 28-29";"37_4_1,37_4_2";"";"FIDES match"
"Mediterranean and Black Sea";"Picked dogfish";"Squalus acanthias";"GFCM";NA;"DGS";"105923";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";""
"Mediterranean and Black Sea";"Mantis shrimp";"Squilla mantis";"GFCM";NA;"MTS";"136137";"No TAC";"GSAs 17-18";"37_2_2";"";""
"Mediterranean and Black Sea";"Mediterranean horse mackerel";"Trachurus mediterraneus";"GFCM";NA;"HMM";"126820";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";""
"Mediterranean and Black Sea";"Blue jack mackerel";"Trachurus picturatus";"GFCM";NA;"JAA";"126821";"No TAC";"GSAs 1-11";"37_1_1";"";""
"Mediterranean and Black Sea";"Atlantic horse mackerel";"Trachurus trachurus";"GFCM";NA;"HOM";"126822";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";""
"Mediterranean and Black Sea";"Poor cod";"Trisopterus minutus";"GFCM";NA;"POD";"126446";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";""
"Mediterranean and Black Sea";"Clam";"Veneridae";"GFCM";NA;"CLV";"243";"No TAC";"GSAs 6, 13-21";"37_1_1,37_2_2";"";""
"Outermost regions";"Limpets";"Patellidae";"NONE";NA;"LPZ";"113";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";"";""
"Outermost regions";"Sardine";"Sardina pilchardus";"NONE";NA;"PIL";"126421";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";"";""
"Outermost regions";"Sardinella";"Sardinella aurita";"NONE";NA;"SAA";"126422";"No TAC";"Canary/Madeira EEZ";"34_1_2";"";""
"Outermost regions";"Sardinella";"Sardinella maderensis";"NONE";NA;"SAE";"126423";"No TAC";"Azores EEZ";"27_10";"";""
"Outermost regions";"Parrotfish";"Sparisoma cretense";"NONE";NA;"PRR";"231441";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";"";""
"Outermost regions";"Softhead sea catfish";"Amphiarius rugispinis";"NONE";NA;"AWR";"279587";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Kumakuma";"Brachyplatystoma filamentosum";"NONE";NA;"BPF";"279984";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Crevalle jack";"Caranx hippos";"NONE";NA;"CVJ";"126803";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Snooks";"Centropomus unionensis, Centropomus armatus, Centropomus ensiferus, Centropomus medius, Centropomus nigrescens, Centropomus parallelus, Centropomus pectinatus, Centropomus robalito, Centropomus undecimalis, Centropomus viridis, Centropomus mexicanus, Centropomus, Centropomus spp";"NONE";NA;"EPJ, EPU, EPN, EPD, EPG, EPP, EPS, EPL, SNO, JPV, JPM, ROB";"170001002501, 170001002502, 170001002503, 170001002504, 170001002506, 170001002507, 170001002508, 170001002509, 170001002510, 170001002511, 170001002512";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Acoupa weakfish";"Cynoscion acoupa";"NONE";NA;"YNA";"276074";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Smalltooth weakfish";"Cynoscion steindachneri";"NONE";NA;"WKB";"276091";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Green weakfish";"Cynoscion virescens";"NONE";NA;"YNV";"276094";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Atlantic goliath grouper";"Epinephelus itajara";"NONE";NA;"EET";"159353";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Torroto grunt";"Genyatremus luteus";"NONE";NA;"GEU";"280829";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Tripletail";"Lobotes surinamensis";"NONE";NA;"LOB";"126973";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Houndsharks, smoothhounds nei";"Lutjanus purpureus";"NONE";NA;"SNC,SNA";"276547";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"King weakfish";"Macrodon ancylodon";"NONE";NA;"WKK";"281477";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Tarpon";"Megalops atlanticus";"NONE";NA;"TAR";"126430";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Penaeus shrimp";"Penaeus subtilis";"NONE";NA;"PEN";"762829";"FGU.";"French Guiana EEZ";"31";"";"FIDES match"
"Outermost regions";"South American silver croaker";"Plagioscion squamosissimus";"NONE";NA;"LGQ";"990098";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Gillbacker sea catfish";"Sciades parkeri";"NONE";NA;"AWP";"712442";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Crucifix sea catfish";"Sciades proops";"NONE";NA;"AXP";"282702";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Seerfishes nei";"Scomberomorus sinensis, Scomberomorus commerson, Scomberomorus guttatus, Scomberomorus lineolatus, Scomberomorus cavalla, Scomberomorus maculatus, Scomberomorus regalis, Scomberomorus sierra, Scomberomorus queenslandicus, Scomberomorus tritor, Scomberomorus niphonius, Scomberomorus semifasciatus, Scomberomorus brasiliensis, Scomberomorus koreanus, Scomberomorus concolor, Scomberomorus multiradiatus, Scomberomorus plurilineatus, Scomberomorus munroi, Scomberomorus, Scomberomorus spp";"NONE";NA;"CHY, COM, GUT, STS, KGM, SSM, CER, SIE, QUM, MAW, NPH, BBM, BRS, KOS, MOS, PAP, KAK, ASM, KGX";"175001001501, 175001001503, 175001001504, 175001001505, 175001001506, 175001001507, 175001001508, 175001001509, 175001001510, 175001001511, 175001001512, 175001001513, 175001001515, 175001001516, 175001001517, 175001001518, 175001001519, 175001001520";"No TAC";"French Guiana EEZ";"31";"";""
"Outermost regions";"Honeycomb cowfish";"Acanthostracion polygonius";"NONE";NA;"BXF";"158919";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";""
"Outermost regions";"Scrawled cowfish";"Acanthostracion quadricornis";"NONE";NA;"BXF";"158920";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";""
"Outermost regions";"Ocean surgeon";"Acanthurus bahianus";"NONE";NA;"SUR";"159578";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";""
"Outermost regions";"Doctorfish";"Acanthurus chirurgus";"NONE";NA;"SUR";"159580";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";""
"Outermost regions";"Scribbled leatherjac. Filefish";"Aluterus scriptus";"NONE";NA;"FFX";"159491";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";""
"Outermost regions";"Black margate";"Anisotremus surinamensis";"NONE";NA;"HNU";"279623";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";""
"Outermost regions";"Batoid fishes nei";"Batoidimorpha (Hypotremata)";"NONE";NA;"BAI";NA;"No TAC";"Guadeloupe and Martinique EEZ";"31";"";""
"Outermost regions";"Queen triggerfish";"Balistes vetula";"NONE";NA;"TRI";"127397";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";""
"Outermost regions";"Jolthead porgy";"Calamus bajonado";"NONE";NA;"CBD";"159241";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";""
"Outermost regions";"American whitespotted filefish";"Cantherhines macrocerus";"NONE";NA;"FFX";"276250";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";""
"Outermost regions";"Ocean triggerfish";"Canthidermis sufflamen";"NONE";NA;"TRI";"127399";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";""
"Outermost regions";"Yellow jack";"Caranx bartholomaei";"NONE";NA;"CGX";"302312";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";""
"Outermost regions";"Horse-eye jack";"Caranx latus";"NONE";NA;"CGX";"126804";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";""
