"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"worms_aphia_id";"fides_area";"area";"area_bis";"tac_area_description";"comments"
"Baltic Sea";"European Eel";"Anguilla anguilla";"ICES";NA;"ELE";"126281";"No TAC";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";""
"Baltic Sea";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"3BC+24";"22-24";"27_3_C_22,27_3_B_23,27_3_D_24";"";"FIDES match (no entries in TAC reg 2021)"
"Baltic Sea";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"3D-R30";"25-27, 28.2, 29, 32";"27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28_2,27_3_D_29,27_3_D_32";"";"FIDES match (no entries in TAC reg 2021)"
"Baltic Sea";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"03D.RG";"28.1";"27_3_D_28_1";"";"FIDES match (no entries in TAC reg 2021)"
"Baltic Sea";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"30/31.";"30-31";"27_3_D_30,27_3_D_31";"";"FIDES match"
"Baltic Sea";"Vendace";"Coregonus albula";"ICES";NA;"FVE";"127178";"No TAC";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";""
"Baltic Sea";"Common Whitefish/houting";"Coregonus lavaretus";"ICES";NA;"PLN";"127180";"No TAC";"3d";"27_3_D";"";""
"Baltic Sea";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"3BC+24";"22-24";"27_3_C_22, 27_3_B_23,27_3_D_24";"IIIb)c)d) (1) - Sub Divisions 22 to 24";"FIDES match"
"Baltic Sea";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"3DX32.";"25-32";"27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30, 27_3_D_31,27_3_D_32";"IIId) (1) - Sub Divisions 25-32";"FIDES match"
"Baltic Sea";"Dab";"Limanda limanda";"ICES";NA;"DAB";"127139";"No TAC";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24, 27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";""
"Baltic Sea";"Perch";"Perca fluviatilis";"ICES";NA;"FPE";"151353";"No TAC";"3d";"27_3_D";"";""
"Baltic Sea";"Flounder";"Platichthys flesus";"ICES";NA;"FLE";"127141";"No TAC";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";""
"Baltic Sea";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"3BCD-C";"21-23";"27_3_A_21,27_3_C_22,27_3_B_23";"";"No FIDES match"
"Baltic Sea";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"3BCD-C";"24-32";"27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";"No FIDES match"
"Baltic Sea";"Salmon";"Salmo salar";"ICES";NA;"SAL";"127186";"3BCD-F";"22-31";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31";"";"FIDES match"
"Baltic Sea";"Salmon";"Salmo salar";"ICES";NA;"SAL";"127186";"3D32.";"32";"27_3_D_32";"";"No FIDES match"
"Baltic Sea";"Sea trout";"Salmo trutta";"ICES";NA;"TRS";"127187";"No TAC";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";""
"Baltic Sea";"Pike-perch";"Sander lucioperca";"ICES";NA;"FPP";"151308";"No TAC";"3d";"27_3_D";"";""
"Baltic Sea";"Turbot";"Scophthalmus maximus";"ICES";NA;"TUR";"127149";"No TAC";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";""
"Baltic Sea";"Brill";"Scophthalmus rhombus";"ICES";NA;"BLL";"127150";"No TAC";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";""
"Baltic Sea";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"No TAC";"20-24";"27_3_A_20,27_3_A_21,27_3_C_22,27_3_B_23,27_3_D_24";"";"No FIDES match"
"Baltic Sea";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR";"126425";"3BCD-C";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";"FIDES match"
"North Sea and Eastern Arctic";"European Eel";"Anguilla anguilla";"ICES";NA;"ELE";"126281";"No TAC";"1, 2";"27_1,27_2";"";""
"North Sea and Eastern Arctic";"Greater silver smelt";"Argentina silus";"ICES";NA;"ARU";"126715";"1/2.";"1, 2, 5a, 14";"27_1,27_2,27_5_A,27_14";"";"FIDES match (area >)"
"North Sea and Eastern Arctic";"Tusk";"Brosme brosme";"ICES";NA;"USK";"126447";"1214EI";"1, 2";"27_1,27_2";"EC and International Waters of I-II and XIV";"FIDES match (area <)"
"North Sea and Eastern Arctic";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"1/2-";"1, 2";"27_1,27_2";"";"FIDES match"
"North Sea and Eastern Arctic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"1/2B.,1N2AB.";"1, 2";"27_1,27_2";"I-IIb)";"FIDES match"
"North Sea and Eastern Arctic";"Tope";"Galeorhinus galeus";"ICES";NA;"GAG";"105820";"No TAC";"1, 2";"27_1,27_2";"";""
"North Sea and Eastern Arctic";"American plaice";"Hippoglossoides platessoides";"ICES";NA;"PLA";"127137";"No TAC";"1, 2";"27_1,27_2";"";""
"North Sea and Eastern Arctic";"Capelin";"Mallotus villosus";"ICES";NA;"CAP";"126735";"02B.";"1, 2";"27_1,27_2";"ICES division IIb - Spitzbergen and Bear Island";"FIDES match (area >)"
"North Sea and Eastern Arctic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"126437";"1N2AB.";"1, 2";"27_1,27_2";"I-II (Norwegian waters)";"FIDES match"
"North Sea and Eastern Arctic";"Blue whiting";"Micromesistius poutassou";"ICES";NA;"WHB";"126439";"1X14";"1, 2";"27_1,27_2";"";"FIDES match (area <)"
"North Sea and Eastern Arctic";"Blue ling";"Molva dypterygia";"ICES";NA;"BLI";"126459";"24-";"2";"27_2";"";"FIDES match (area <)"
"North Sea and Eastern Arctic";"Ling";"Molva molva";"ICES";NA;"LIN";"126461";"1/2.";"1, 2";"27_1,27_2";"";"FIDES match"
"North Sea and Eastern Arctic";"Smooth-hound";"Mustelus antarcticus, Mustelus californicus, Mustelus canis, Mustelus dorsalis, Mustelus fasciatus, Mustelus griseus, Mustelus henlei, Mustelus higmani, Mustelus lenticulatus, Mustelus lunulatus, Mustelus manazo, Mustelus schmitti, Mustelus mustelus, Mustelus norrisi, Mustelus asterias, Mustelus mento, Mustelus mosis, Mustelus palumbes, Mustelus punctulatus, Mustelus whitneyi, Mustelus, Mustelus spp";"ICES";NA;"CTU, CTN, CTI, CTD, CTF, CTE, CTK, CTJ, MTL, MUU, MTZ, SDP, SMD, MTR, SDS, MTE, MTM, MUP, MPT, MUW, SDV";"108006000701, 108006000702, 108006000703, 108006000704, 108006000705, 108006000706, 108006000707, 108006000708, 108006000709, 108006000710, 108006000711, 108006000712, 108006000713, 108006000714, 108006000715, 108006000716, 108006000717, 108006000718, 108006000720, 108006000721";"No TAC";"1, 2, 14";"27_1,27_2,27_14";"";""
"North Sea and Eastern Arctic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA";"107649";"2AC4-C";"1, 2";"27_1,27_2";"EC waters of IIa) and IV";"FIDES match but difference with area"
"North Sea and Eastern Arctic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"126441";"1/2INT,1N2AB.";"1, 2";"27_1,27_2";"I-II (International waters)";"FIDES match"
"North Sea and Eastern Arctic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"127144";"1/2INT";"1, 2";"27_1,27_2";"I-II (International waters)";"FIDES match"
"North Sea and Eastern Arctic";"Salmon";"Salmo salar";"ICES";NA;"SAL";"127186";"No TAC";"1, 2";"27_1,27_2";"";""
"North Sea and Eastern Arctic";"Sea trout";"Salmo trutta";"ICES";NA;"TRS";"127187";"No TAC";"1, 2";"27_1,27_2";"";""
"North Sea and Eastern Arctic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC";"127023";"2A34.";"2";"27_2";"IIa";"FIDES match (area <)"
"North Sea and Eastern Arctic";"Beaked redfish";"Sebastes mentella";"ICES";NA;"REB";"127254";"1N2AB.";"1, 2";"27_1,27_2";"";"FIDES match"
"North Sea and Eastern Arctic";"Golden Redfish";"Sebastes norvegicus";"ICES";NA;"REG";"151324";"No TAC";"1, 2";"27_1,27_2";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";""
"North Sea and Eastern Arctic";"Picked dogfish";"Squalus acanthias";"ICES";NA;"DGS";"105923";"15X14";"all areas";"27_4,27_7_D";"";"FIDES match"
"North Sea and Eastern Arctic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"126822";"2A-14";"2a";"27_2_A";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"FIDES match (area <)"
"North Sea and Eastern Arctic";"Sand eel";"Ammodytidae";"ICES";NA;"SAN";"125516";"2A3A4.";"3a, 4";"27_3_A,27_4";"IIIa,   EC waters of IIa and IV";"FIDES match"
"North Sea and Eastern Arctic";"Catfish";"Anarhichas lupus, Anarhichas denticulatus, Anarhichas minor, Anarhichas, Anarhichas spp";"ICES";NA;"CAA, CAB, CAS, CAT";"171002000101, 171002000102, 171002000103";"No TAC";"4";"27_4";"";""
"North Sea and Eastern Arctic";"European Eel";"Anguilla anguilla";"ICES";NA;"ELE";"126281";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";""
"North Sea and Eastern Arctic";"Greater silver smelt";"Argentina silus";"ICES";NA;"ARU";"126715";"3A4-C";"3a, 4";"27_3_A,27_4";"";"FIDES match"
"North Sea and Eastern Arctic";"Argentine";"Argentina elongata, Argentina kagoshimae, Argentina silus, Argentina sphyraena, Argentina, Argentina spp";"ICES";NA;"ARE, ARO, ARU, ARY, ARG";"123005001501, 123005001502, 123005001503, 123005001504";"No TAC";"4";"27_4";"";""
"North Sea and Eastern Arctic";"Red gurnard";"Aspitrigla cuculus";"ICES";NA;"GUR";"150662";"No TAC";"3a";"27_3_A";"";""
"North Sea and Eastern Arctic";"Tusk";"Brosme brosme";"ICES";NA;"USK";"126447";"03A.,04-C.,04-N.";"3a, 4";"27_3_A,27_4";"EU waters of IV";"FIDES match"
"North Sea and Eastern Arctic";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"03A.,03A-BC,2A47DX,4AB.,4CXB7D";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"FIDES match"
"North Sea and Eastern Arctic";"Roundnose grenadier";"Coryphaenoides rupestris";"ICES";NA;"RNG";"158960";"03-";"3a";"27_3_A";"EU and international waters of III";"FIDES match"
"North Sea and Eastern Arctic";"Common Shrimp";"Crangon crangon";"ICES";NA;"CSH";"107552";"No TAC";"4, 7d";"27_4,27_7_D";"";""
"North Sea and Eastern Arctic";"Sea bass";"Dicentrarchus labrax";"ICES";NA;"BSS";"126975";"No TAC";"4, 7d";"27_4,27_7_D";"";""
"North Sea and Eastern Arctic";"Grey gurnard";"Eutrigla gurnardus";"ICES";NA;"GUG";"150637";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";""
"North Sea and Eastern Arctic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"03AN.";"3aN";"27_3_A-4_AB_NK";"Skagerrak (Division IIIa)";"FIDES match "
"North Sea and Eastern Arctic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"03AS.";"3aS";"27_3_A";"Kattegat (Division IIIa)";"FIDES match"
"North Sea and Eastern Arctic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"2A3AX4,07D.";"4, 7d";"27_4,27_7_D";"IV,   EC waters of Iia,   that part of IIIa not covered by the Skagerrak and the Kattegat, ICES division VIId - Eastern Channel";"FIDES match"
"North Sea and Eastern Arctic";"Tope";"Galeorhinus galeus";"ICES";NA;"GAG";"105820";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";""
"North Sea and Eastern Arctic";"Witch flounder";"Glyptocephalus cynoglossus";"ICES";NA;"WIT,L/W";"127136";"2AC4-C";"3a, 4";"27_3_A,27_4";"";"FIDES match but difference with area"
"North Sea and Eastern Arctic";"Blue-mouth rockfish";"Helicolenus dactylopterus";"ICES";NA;"BRF";"127251";"No TAC";"4";"27_4";"";"FIDES code stands for both Microstomus kitt and Glyptocephalus cynoglossus"
"North Sea and Eastern Arctic";"Four-spot megrim";"Lepidorhombus boscii";"ICES";NA;"LDB";"127145";"No TAC";"4, 7d";"27_4,27_7_D";"EC waters of IIa) and IV";""
"North Sea and Eastern Arctic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"MEG";"127146";"No TAC";"4, 7d";"27_4,27_7_D";"EC waters of IIa) and IV";""
"North Sea and Eastern Arctic";"Megrim";"Lepidorhombus whiffiagonis, Lepidorhombus boscii, Lepidorhombus, Lepidorhombus spp";"ICES";NA;"MEG, LDB, LEZ";"183005000301, 183005000302";"2AC4-C";"4, 7d";"27_4,27_7_D";"EC waters of IIa) and IV";"FIDES match (area <)�; added row for information at gender level"
"North Sea and Eastern Arctic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"105876";"03A-C.,2AC4-C";"3a, 4";"27_3_A,27_4";"";"FIDES match (area <)"
"North Sea and Eastern Arctic";"Dab";"Limanda limanda";"ICES";NA;"DAB";"127139";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";""
"North Sea and Eastern Arctic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANK";"126554";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"FIDES match (area <)"
"North Sea and Eastern Arctic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON";"126555";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"FIDES match (area <)"
"North Sea and Eastern Arctic";"Anglerfish";"Lophius piscatorius, Lophius budegassa, Lophius americanus, Lophius vaillanti, Lophius vomerinus, Lophius gastrophysus, Lophius litulon, Lophius, Lophius spp";"ICES";NA;"MON, ANK, ANG, MVA, MVO, MVJ, MVN, MNZ";"195001000101, 195001000102, 195001000103, 195001000105, 195001000106, 195001000107, 195001000108";"2AC4-C,04-N.";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"Extra row with MNZ standing for Lophius spp. and FIDES code standing for lophiidae"
"North Sea and Eastern Arctic";"Roughhead grenadier";"Macrourus berglax";"ICES";NA;"RHG";"126472";"No TAC";"4";"27_4";"EU and international waters of I-II and IV";""
"North Sea and Eastern Arctic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"126437";"03A.,2AC4.";"3a, 4";"27_3_A,27_4";"IIIa) and EU waters of IIIbcd";"FIDES match (area <)"
"North Sea and Eastern Arctic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"126438";"03A.,2AC4.";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"FIDES match (area <)"
"North Sea and Eastern Arctic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"126484";"03A.,2AC4.";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"EC waters of IIa) and IV";"FIDES match (area <)"
"North Sea and Eastern Arctic";"Blue whiting";"Micromesistius poutassou";"ICES";NA;"WHB";"126439";"1X14";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"FIDES match (area <)"
"North Sea and Eastern Arctic";"Lemon sole";"Microstomus kitt";"ICES";NA;"LEM,L/W";"127140";"2AC4-C";"4, 7d";"27_4,27_7_D";"";"FIDES code stands for both Microstomus kitt and Glyptocephalus cynoglossus"
"North Sea and Eastern Arctic";"Blue ling";"Molva dypterygia";"ICES";NA;"BLI";"126459";"03A-,24-";"3a, 4";"27_3_A,27_4";"EU and international waters of II and IV";"FIDES match but difference with area"
"North Sea and Eastern Arctic";"Ling";"Molva molva";"ICES";NA;"LIN";"126461";"03A-C.,04-C.,04-N.";"3a, 4";"27_3_A,27_4";"EU waters of IV";"FIDES match"
"North Sea and Eastern Arctic";"Red mullet";"Mullus barbatus";"ICES";NA;"MUT";"126985";"No TAC";"4, 7d";"27_4,27_7_D";"";""
"North Sea and Eastern Arctic";"Striped red mullet";"Mullus surmuletus";"ICES";NA;"MUR";"126986";"No TAC";"4, 7d";"27_4,27_7_D";"";""
"North Sea and Eastern Arctic";"Smooth-hound";"Mustelus antarcticus, Mustelus californicus, Mustelus canis, Mustelus dorsalis, Mustelus fasciatus, Mustelus griseus, Mustelus henlei, Mustelus higmani, Mustelus lenticulatus, Mustelus lunulatus, Mustelus manazo, Mustelus schmitti, Mustelus mustelus, Mustelus norrisi, Mustelus asterias, Mustelus mento, Mustelus mosis, Mustelus palumbes, Mustelus punctulatus, Mustelus whitneyi, Mustelus, Mustelus spp";"ICES";NA;"CTU, CTN, CTI, CTD, CTF, CTE, CTK, CTJ, MTL, MUU, MTZ, SDP, SMD, MTR, SDS, MTE, MTM, MUP, MPT, MUW, SDV";"108006000701, 108006000702, 108006000703, 108006000704, 108006000705, 108006000706, 108006000707, 108006000708, 108006000709, 108006000710, 108006000711, 108006000712, 108006000713, 108006000714, 108006000715, 108006000716, 108006000717, 108006000718, 108006000720, 108006000721";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";""
"North Sea and Eastern Arctic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"107254";"03A.,04-N.,2AC4-C";"3a, 4 and 2a Union waters";"27_2_A,27_3_A,27_4";"IIIa) and EU waters of IIIbcd";"FIDES match"
"North Sea and Eastern Arctic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA";"107649";"03A.,2AC4-C";"3a, 4 and 2a Union waters";"27_3_A,27_4,27_2_A";"IIIa)";"FIDES match"
"North Sea and Eastern Arctic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA";"107649";"4N-S62";"4 Norwegian waters south of 62N";"27_4";"EC waters of IIa) and IV";"FIDES match"
"North Sea and Eastern Arctic";"Common scallop";"Pecten maximus";"ICES";NA;"SCE";"140712";"No TAC";"4, 7d";"27_4,27_7_D";"";""
"North Sea and Eastern Arctic";"Greater Forkbeard";"Phycis blennoides";"ICES";NA;"GFB";"126501";"No TAC";"4";"27_4";"EU and international waters of I-II,  III and IV";""
"North Sea and Eastern Arctic";"Forkbeard";"Phycis phycis";"ICES";NA;"FOR";"126502";"No TAC";"4";"27_4";"";""
"North Sea and Eastern Arctic";"Flounder";"Platichthys flesus";"ICES";NA;"FLE";"127141";"No TAC";"4";"27_4";"EC waters of IIa) and IV";""
"North Sea and Eastern Arctic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"03AN.";"3aN";"27_3_A_20";"Skagerrak (Division IIIa), Kattegat (Division IIIa)";"FIDES match"
"North Sea and Eastern Arctic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"03AS.";"3aS";"27_3_A_21";"";"FIDES match"
"North Sea and Eastern Arctic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"127143";"2A3AX4,7DE.";"4, 7d";"27_4,27_7_D";"IV,  EC waters of Iia,   that part of IIIa not covered by the Skagerrak and the Kattegat";"FIDES match but difference with area"
"North Sea and Eastern Arctic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"126441";"2C3A4";"3a, 4";"27_3_A,27_4";"EU waters of IV and in IIIa";"FIDES match but difference with area"
"North Sea and Eastern Arctic";"Turbot";"Scophthalmus maximus";"ICES";NA;"TUR";"127149";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"EC waters of IIa) and IV";""
"North Sea and Eastern Arctic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"105882";"07D.,2AC4-C";"4a, 4c, 7d";"27_4_A,27_4_C,27_7_D";"";"FIDES match"
"North Sea and Eastern Arctic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"105883";"07D.,2AC4-C,03A-C";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"FIDES match but difference with area"
"North Sea and Eastern Arctic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"105885";"07D.";"7d";"27_7_D";"";"FIDES match"
"North Sea and Eastern Arctic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"105887";"07D.,03A-C.,2AC4-C";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"FIDES match but difference with area"
"North Sea and Eastern Arctic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"105891";"07DE.";"7d";"27_7_D";"";"FIDES match"
"North Sea and Eastern Arctic";"All skates and rays";"Rajidae";"ICES";NA;"SRX";"105711";"03A-C";"3a";"27_3_A";"to be coded as all other rays in the script";"FIDES code for area 3a-c"
"North Sea and Eastern Arctic";"All skates and rays";"Rajidae";"ICES";NA;"SRX";"105711";"2AC4-C";"2a, 4";"27_2_A,27_4";"to be coded as all other rays in the script";"Extra row and FIDES code stands for rays not elsewhere reported"
"North Sea and Eastern Arctic";"All skates and rays";"Rajidae";"ICES";NA;"SRX";"105711";"07D.";"7d";"27_7_D";"to be coded as all other rays in the script";"Extra row and FIDES code stands for rays not elsewhere reported"
"North Sea and Eastern Arctic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"127144";"2A-C46";"4";"27_4";"EU waters of IIa and IV,   EU and international waters of Vb and VI";"FIDES match but difference with area"
"North Sea and Eastern Arctic";"Salmon";"Salmo salar";"ICES";NA;"SAL";"127186";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";""
"North Sea and Eastern Arctic";"Sea trout";"Salmo trutta";"ICES";NA;"TRS";"127187";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";""
"North Sea and Eastern Arctic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC";"127023";"2A34.";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"IVa) (1), IVb) (1),IVc) (1)";"FIDES match but difference with area"
"North Sea and Eastern Arctic";"Brill";"Scophthalmus rhombus";"ICES";NA;"BLL";"127150";"2AC4-C";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"EC waters of IIa) and IV";"FIDES match but difference with area"
"North Sea and Eastern Arctic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"105814";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";""
"North Sea and Eastern Arctic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"3ABC24,24-C.";"Union waters of 2a, 3a and 4";"27_2_A,27_3_A,27_4";"";"FIDES match"
"North Sea and Eastern Arctic";"Sole";"Solea solea";"ICES";NA;"SOL";"127160";"07D.";"7d";"27_7_D";"";"FIDES match"
"North Sea and Eastern Arctic";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR";"126425";"03A.,2AC4-C";"Union waters of 2a, 3a and 4";"27_2_A,27_3_A,27_4";"IIIa)";"FIDES match"
"North Sea and Eastern Arctic";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR";"126425";"7DE.";"7d";"27_7_D";"VIId)e)";"FIDES match but difference with area"
"North Sea and Eastern Arctic";"Picked dogfish";"Squalus acanthias";"ICES";NA;"DGS";"105923";"15X14";"All areas";"27_3_A,27_4,27_7_D";"";"FIDES match"
"North Sea and Eastern Arctic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"126822";"4BC7D";"Union waters of 4b, 4c and 7d";"27_4_B,27_4_C,27_7_D";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"FIDES match"
"North Sea and Eastern Arctic";"Tub gurnard";"Trigla lucerna";"ICES";NA;"GUU";"154453";"No TAC";"4";"27_4";"";""
"North Sea and Eastern Arctic";"Norway pout";"Trisopterus esmarki";"ICES";NA;"NOP";"400596";"2A3A4_Q1";"3a, 4";"27_3_A,27_4";"IIIa,   EU waters of IIa and IV, IIIa,  EC waters of IIa and IV";"FIDES match but difference with area"
"North Sea and Eastern Arctic";"John Dory";"Zeus faber";"ICES";NA;"JOD";"127427";"No TAC";"4, 7d";"27_4,27_7_D";"";""
"North-East Atlantic";"Queen scallop";"Aequipecten opercularis";"ICES";NA;"QSC";"140687";"No TAC";"7";"27_7";"";""
"North-East Atlantic";"Smoothhead";"Alepocephalus bairdii";"ICES";NA;"ALC";"126682";"No TAC";"6, 12";"27_6,27_12";"";""
"North-East Atlantic";"Sand eel";"Ammodytidae";"ICES";NA;"SAN";"125516";"No TAC";"6a";"27_6_A";"??";""
"North-East Atlantic";"European Eel";"Anguilla anguilla";"ICES";NA;"ELE";"126281";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Black scabbardfish";"Aphanopus carbo";"ICES";NA;"BSF";"127085";"56712-";"5, 6, 7, 12";"27_5,27_6,27_7,27_12";"";"FIDES match"
"North-East Atlantic";"Black scabbardfish";"Aphanopus carbo";"ICES";NA;"BSF";"127085";"8910-";"9, 10, 13";"27_9,27_10,27_13";"";"FIDES match but difference with area"
"North-East Atlantic";"Deep water catsharks";"Apristurus brunneus, Apristurus canutus, Apristurus gibbosus, Apristurus herklotsi, Apristurus indicus, Apristurus investigatoris, Apristurus japonicus, Apristurus kampae, Apristurus laurussonii, Apristurus longicephalus, Apristurus macrorhynchus, Apristurus macrostomus, Apristurus manis, Apristurus microps, Apristurus micropterygeus, Apristurus nasutus, Apristurus parvipinnis, Apristurus platyrhynchus, Apristurus profundorum, Apristurus riveri, Apristurus saldanha, Apristurus sibogae, Apristurus sinensis, Apristurus spongiceps, Apristurus stenseni, Apristurus, Apristurus spp";"ICES";NA;"CSN, CSQ, CSG, CSW, APD, APV, CSJ, CSZ, APQ, CSF, CSX, APM, APA, APX, APY, APW, APK, APZ, APP, CSV, APC, APJ, ASI, ASO, ASE, API";"108001000101, 108001000104, 108001000105, 108001000106, 108001000107, 108001000108, 108001000109, 108001000110, 108001000111, 108001000112, 108001000113, 108001000114, 108001000116, 108001000117, 108001000118, 108001000119, 108001000120, 108001000121, 108001000122, 108001000123, 108001000124, 108001000125, 108001000126, 108001000127, 108001000128";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_8,27_9,27_10";"";""
"North-East Atlantic";"Greater silver smelt";"Argentina silus";"ICES";NA;"ARU";"126715";"567.";"5, 6, 7";"27_5,27_6,27_7";"";"FIDES match"
